"","AccidentArea","Sex","MaritalStatus","Age","Fault","VehicleCategory","FraudFound_P","Deductible","AgentType","AddressChange_Claim","BasePolicy"
"14491","Urban","Female","Single",27,"Policy Holder","Sedan","0",400,"External","4 to 8 years","Collision"
"7420","Urban","Male","Married",51,"Policy Holder","Sport","0",400,"External","no change","Liability"
"13561.1","Urban","Male","Married",39,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"1801.1","Urban","Male","Single",0,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5652","Urban","Male","Married",44,"Third Party","Sedan","0",400,"External","no change","Collision"
"3612","Urban","Male","Single",33,"Policy Holder","Sport","0",400,"External","no change","Liability"
"4918.1","Urban","Male","Married",55,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"13888","Urban","Male","Married",27,"Policy Holder","Sport","0",400,"External","no change","Liability"
"11750.1","Urban","Male","Married",52,"Third Party","Sport","0",700,"External","no change","Liability"
"4685","Urban","Male","Married",26,"Policy Holder","Sport","0",400,"External","no change","Liability"
"4762","Urban","Male","Married",37,"Policy Holder","Sport","0",400,"External","no change","Liability"
"11861.1","Urban","Male","Married",52,"Third Party","Sedan","0",400,"External","no change","All Perils"
"11629","Urban","Male","Single",30,"Third Party","Sport","0",500,"External","2 to 3 years","Liability"
"2648","Urban","Male","Married",38,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"10672.2","Urban","Male","Married",37,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"9095","Urban","Male","Married",30,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"5434","Urban","Male","Married",37,"Policy Holder","Sport","0",400,"External","no change","Liability"
"8087","Urban","Male","Married",52,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"10366","Urban","Female","Married",33,"Policy Holder","Sport","0",400,"External","no change","Liability"
"8806","Urban","Male","Single",41,"Policy Holder","Sport","0",400,"External","no change","Liability"
"12610","Urban","Male","Single",31,"Third Party","Sedan","0",400,"External","no change","All Perils"
"8056","Urban","Male","Married",28,"Third Party","Sport","0",400,"External","no change","Liability"
"5905","Urban","Female","Married",30,"Third Party","Sedan","0",400,"External","no change","Collision"
"12111","Urban","Female","Single",40,"Third Party","Sedan","0",400,"External","no change","All Perils"
"2677.1","Urban","Male","Married",21,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"13605.1","Urban","Male","Married",52,"Third Party","Sport","0",400,"External","no change","Liability"
"6415","Urban","Male","Married",46,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5317","Rural","Male","Single",60,"Third Party","Sport","0",400,"External","no change","Liability"
"9188","Urban","Male","Married",22,"Third Party","Sedan","0",400,"External","no change","Collision"
"13645.1","Urban","Male","Single",26,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"3749","Urban","Male","Married",48,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"8821","Urban","Male","Married",40,"Third Party","Sedan","0",400,"External","4 to 8 years","All Perils"
"14910","Urban","Male","Single",34,"Policy Holder","Sport","0",400,"External","no change","Liability"
"1843","Urban","Female","Married",45,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"6885","Urban","Male","Married",50,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"2336","Urban","Male","Married",65,"Third Party","Sedan","0",400,"External","no change","All Perils"
"14855.1","Urban","Male","Single",25,"Third Party","Sedan","0",400,"External","no change","Collision"
"14368","Urban","Male","Married",40,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"9015","Urban","Male","Married",34,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"11742.1","Urban","Male","Single",35,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6599.1","Urban","Male","Married",43,"Policy Holder","Sport","0",400,"External","no change","Liability"
"8069","Urban","Male","Married",26,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"10946.1","Urban","Male","Married",55,"Third Party","Sport","0",400,"External","no change","Liability"
"6609","Urban","Male","Married",54,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"4708","Urban","Male","Married",55,"Policy Holder","Sport","0",400,"External","no change","Liability"
"12205.1","Urban","Male","Married",52,"Policy Holder","Sport","0",400,"External","no change","Liability"
"10214.1","Urban","Male","Single",24,"Third Party","Sedan","0",400,"External","no change","All Perils"
"14274","Urban","Male","Single",31,"Third Party","Sedan","0",400,"External","no change","Collision"
"2637.1","Urban","Male","Married",29,"Third Party","Sedan","0",400,"External","no change","All Perils"
"13607","Rural","Female","Married",39,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"2545","Urban","Male","Married",46,"Policy Holder","Utility","0",400,"External","no change","All Perils"
"448.1","Urban","Female","Single",34,"Policy Holder","Sport","0",400,"External","no change","Liability"
"9012.1","Rural","Male","Married",38,"Third Party","Sport","0",400,"External","no change","Liability"
"4892","Urban","Female","Married",31,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"4350","Urban","Female","Married",30,"Policy Holder","Sport","0",400,"External","no change","Liability"
"1922.1","Urban","Female","Married",51,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"9272.1","Urban","Male","Married",34,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"13306","Urban","Male","Married",49,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"5421.1","Urban","Female","Single",48,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"15276","Urban","Male","Married",52,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"7738.1","Urban","Female","Single",26,"Policy Holder","Sport","0",400,"External","no change","Liability"
"12757","Urban","Female","Married",44,"Policy Holder","Sport","0",400,"External","no change","Liability"
"14035","Urban","Male","Married",34,"Policy Holder","Sport","0",400,"External","no change","Liability"
"12799","Urban","Male","Married",31,"Policy Holder","Sport","0",400,"External","no change","Liability"
"4716.2","Urban","Male","Married",33,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"11598.1","Urban","Male","Married",38,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"11841","Urban","Male","Married",26,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"9257","Urban","Male","Single",30,"Policy Holder","Sedan","0",400,"Internal","no change","Collision"
"15070","Urban","Male","Married",52,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6844","Rural","Male","Married",37,"Third Party","Sedan","0",400,"External","no change","Collision"
"6968","Urban","Male","Married",33,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"13893","Urban","Male","Single",0,"Policy Holder","Sport","0",400,"External","no change","Liability"
"14643","Urban","Male","Single",25,"Third Party","Sedan","0",400,"External","no change","Collision"
"8697","Urban","Male","Married",31,"Policy Holder","Utility","0",400,"External","no change","Liability"
"3012.1","Urban","Male","Married",66,"Policy Holder","Sport","0",400,"External","no change","Liability"
"7454","Urban","Male","Single",22,"Policy Holder","Sport","0",400,"External","no change","Liability"
"3455","Urban","Male","Married",36,"Policy Holder","Sport","0",400,"External","no change","Liability"
"11790.1","Urban","Male","Married",46,"Third Party","Sedan","0",400,"External","no change","All Perils"
"9672","Urban","Female","Married",50,"Policy Holder","Sport","0",400,"External","no change","Liability"
"2687","Urban","Male","Single",21,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"7267","Urban","Female","Married",34,"Policy Holder","Sport","0",400,"External","4 to 8 years","Liability"
"1062.2","Urban","Male","Single",40,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"4292.1","Urban","Male","Married",46,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6148.1","Urban","Male","Single",66,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"4232.1","Urban","Male","Married",33,"Third Party","Sedan","0",400,"External","no change","Collision"
"3238","Urban","Male","Married",44,"Policy Holder","Sport","0",400,"External","no change","Liability"
"7171","Rural","Male","Single",43,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"14434.1","Urban","Male","Single",36,"Policy Holder","Sedan","0",500,"External","2 to 3 years","Collision"
"7940.1","Urban","Male","Single",24,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"5039.1","Urban","Male","Married",45,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"5005","Urban","Male","Married",42,"Policy Holder","Sedan","0",400,"Internal","no change","Collision"
"13920.1","Urban","Male","Married",63,"Policy Holder","Sport","0",400,"External","no change","Liability"
"1075.1","Urban","Male","Married",51,"Policy Holder","Sport","0",400,"External","no change","Liability"
"6725","Urban","Female","Married",55,"Third Party","Sedan","0",400,"External","no change","All Perils"
"6144","Urban","Female","Married",68,"Policy Holder","Sport","0",400,"External","no change","Liability"
"11735","Urban","Male","Single",27,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"10098.2","Urban","Male","Married",27,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"9189","Urban","Male","Married",49,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"15355.1","Rural","Male","Married",35,"Third Party","Sedan","0",400,"External","no change","All Perils"
"21.1","Urban","Male","Married",40,"Policy Holder","Sport","0",400,"External","no change","Liability"
"13785.2","Rural","Male","Married",43,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"14980.1","Urban","Male","Married",30,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"11127","Urban","Male","Married",61,"Policy Holder","Sport","0",400,"External","no change","Liability"
"2425.1","Urban","Female","Married",45,"Third Party","Sedan","0",400,"External","no change","All Perils"
"12866","Urban","Female","Single",42,"Third Party","Sedan","0",700,"External","no change","All Perils"
"14278","Urban","Male","Single",41,"Policy Holder","Sport","0",400,"External","no change","Collision"
"12000.1","Urban","Male","Married",74,"Third Party","Sport","0",400,"External","no change","Liability"
"14384","Urban","Male","Married",32,"Policy Holder","Sport","0",400,"External","no change","Liability"
"12686.1","Rural","Male","Single",26,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"4629","Urban","Male","Married",58,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"4586.1","Urban","Male","Married",38,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"11826","Urban","Male","Married",78,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"12898.1","Urban","Male","Married",47,"Policy Holder","Utility","0",400,"External","no change","All Perils"
"14243","Urban","Male","Single",39,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6324","Urban","Female","Single",25,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"11820","Urban","Male","Single",30,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"11168","Urban","Male","Married",50,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"1274","Urban","Male","Married",49,"Policy Holder","Sedan","0",400,"External","no change","Collision"
